federal,Clarity Score
0,-1.024032
0,-1.023053
0,-1.035857
0,-1.012439
0,-1.009131
0,-1.029211
0,-1.086774
0,-1.000556
0,-1.078013
0,-1.034794
0,-1.026221
0,-1.025393
0,-1.02822
0,-1.002755
0,-1.092775
0,-0.9843733
0,-1.101485
0,-1.094621
0,-1.083954
0,-0.9950761
0,-1.051287
0,-0.9886274
0,-1.017687
0,-1.092879
0,-0.997797
0,-1.043063
0,-1.064178
0,-1.019323
0,-1.020305
0,-1.00422
0,-0.9957512
0,-1.022952
0,-0.9998391
0,-1.039212
0,-1.046173
0,-1.041012
0,-1.003847
0,-0.9617628
0,-1.020753
0,-1.01136
0,-1.018516
0,-1.06758
0,-0.9583381
0,-1.011324
0,-1.035228
0,-0.9601567
0,-1.017722
0,-0.9828001
0,-0.9528126
0,-1.034132
0,-1.050261
0,-0.9724555
0,-1.062023
0,-0.9229318
0,-0.9939095
0,-1.023436
0,-1.047025
0,-1.047845
0,-0.9831284
0,-1.031558
0,-1.013112
0,-1.008971
0,-0.9975508
0,-1.027912
0,-0.9957006
0,-1.103265
0,-1.02486
0,-0.9589558
0,-0.9824778
0,-1.038105
0,-1.067778
0,-1.011074
0,-1.003519
0,-1.020744
0,-1.040542
0,-0.9967548
0,-1.034955
0,-1.008439
0,-0.9973499
0,-0.9876263
0,-1.007772
0,-1.049524
0,-0.9825163
0,-1.00371
0,-1.013304
0,-1.057969
0,-1.051543
0,-0.9875132
0,-1.013053
0,-1.030442
0,-1.04126
0,-0.9718437
0,-0.9637552
0,-0.9927043
0,-1.03797
0,-1.065987
0,-1.014612
0,-0.9834138
0,-0.951992
0,-0.9878784
0,-0.962875
0,-1.016279
0,-1.007181
0,-0.9766629
0,-0.9612619
0,-0.975176
0,-1.055984
0,-1.008952
0,-0.9814932
0,-1.001603
0,-0.9324478
0,-0.968321
0,-0.9695254
0,-0.96014
0,-0.9559166
0,-0.9692121
0,-0.9451199
0,-0.9689542
0,-0.9806389
0,-0.9310663
0,-0.9468297
0,-0.9330061
0,-0.946252
0,-1.006242
0,-0.9496199
0,-0.9448577
0,-1.020354
0,-1.007884
0,-0.9073764
0,-0.9780323
0,-0.9649698
0,-1.038192
0,-1.007139
0,-1.00255
0,-0.9648975
0,-0.9643137
0,-0.9565413
0,-0.9854056
0,-0.9595659
0,-0.9660529
0,-0.8493103
0,-1.012153
0,-0.9515139
0,-0.962674
0,-0.9419498
0,-0.9443551
0,-1.035003
0,-0.9759086
0,-0.9098124
0,-0.9928649
0,-1.010303
0,-1.019865
0,-0.9467569
0,-0.9759318
0,-0.9561447
0,-0.9758233
0,-1.011814
0,-0.9993744
0,-1.007815
0,-0.9568239
0,-1.027711
0,-0.949077
0,-0.9929211
0,-0.9497648
0,-0.9716874
0,-1.006567
0,-0.9674132
0,-1.016774
0,-1.051881
0,-1.014834
0,-0.9254619
0,-0.9582016
0,-1.025309
0,-0.9697811
0,-0.9597235
0,-0.96782
0,-0.9431678
0,-0.9238399
0,-0.9575105
0,-1.042418
0,-0.9515913
0,-0.9955747
0,-0.9987637
0,-0.9537722
0,-0.985565
0,-0.984348
0,-0.9241394
0,-0.9705365
0,-1.001717
0,-1.005881
0,-0.9424845
0,-0.9536798
0,-0.9128363
0,-0.9977537
0,-0.9731252
0,-1.022243
0,-0.9990266
0,-0.9314572
0,-0.9502428
0,-1.01837
0,-0.9070909
0,-0.9780412
0,-0.9947974
0,-1.008137
0,-1.01198
0,-0.9883664
0,-0.9928941
0,-0.9381735
0,-0.9023404
0,-0.9488772
0,-0.9394408
0,-0.9302479
0,-0.9806459
0,-0.9790913
0,-0.9188732
0,-0.961262
0,-0.9426805
0,-0.9394326
0,-0.9676867
0,-0.9077036
0,-0.9425687
0,-0.9651543
0,-0.9800975
0,-0.984687
0,-0.9503378
0,-1.000409
0,-0.988216
0,-0.948833
0,-0.9476634
0,-0.9192878
0,-0.9646249
0,-0.9405198
0,-0.9389821
0,-0.9330241
0,-0.9232435
0,-0.9171264
0,-0.9252107
0,-0.9223362
0,-0.9313394
0,-0.9310725
0,-0.9493976
0,-0.9928612
0,-0.9567479
0,-0.9483369
0,-0.9504263
0,-0.9760767
0,-0.9649433
0,-1.032666
0,-1.000688
0,-0.9761545
0,-0.9195406
0,-0.9275686
0,-0.9150655
0,-0.902945
0,-0.9739078
0,-0.920202
0,-0.9302252
0,-0.9818664
0,-0.8202286
0,-0.9862604
0,-0.9593697
0,-0.9206969
0,-0.9673216
0,-0.929338
0,-0.9330978
0,-0.9598665
0,-0.9312954
0,-0.9503957
0,-0.9693096
0,-0.9355607
0,-0.9082589
0,-0.9955838
0,-0.9282514
0,-0.9448455
0,-0.8987589
0,-0.9334425
0,-0.9817111
0,-0.9617979
0,-0.9171665
0,-0.9113993
0,-0.9386085
0,-0.9120783
0,-0.922239
0,-0.932825
0,-0.942258
0,-0.9318004
0,-0.9781931
0,-0.8813481
0,-0.9524906
0,-0.966499
0,-0.9238104
0,-0.843207
0,-0.9162351
0,-0.9176875
0,-0.8919374
0,-0.8806944
0,-0.985198
0,-0.9757071
0,-0.9155802
0,-0.8841522
0,-0.9783528
0,-0.8359488
0,-0.939272
0,-0.8809744
0,-0.9218057
0,-0.962505
0,-0.7714579
0,-0.9363041
0,-0.9676505
0,-0.9165666
0,-0.9272663
0,-0.9080963
0,-0.9542391
0,-0.9662091
0,-0.9729952
0,-0.8631819
0,-0.8473327
0,-0.9112486
0,-0.9475915
0,-0.963385
0,-0.9499722
0,-0.9326586
0,-0.9065748
0,-0.9789712
0,-0.9397534
0,-0.9403786
0,-0.9424615
0,-0.9521512
0,-0.9453487
0,-0.9314354
0,-0.9308775
0,-0.9153505
0,-0.9137502
0,-0.9390569
0,-0.8649256
0,-0.9227772
0,-0.9126413
0,-0.9417902
0,-0.9039133
0,-0.8843295
0,-0.8984613
0,-0.9075826
0,-0.9320397
0,-0.9108491
0,-0.9568121
0,-0.9025721
0,-0.919827
0,-0.9063362
0,-0.9680628
0,-0.8885691
0,-0.9607911
0,-0.8980994
0,-0.933508
0,-0.9371468
0,-0.9287208
0,-0.9914691
0,-0.878516
0,-0.8722476
0,-0.9550333
0,-0.9248859
0,-0.911354
0,-0.8996395
0,-0.9386618
0,-0.9547937
0,-0.9066561
0,-0.8369854
0,-0.900174
0,-0.9258983
0,-0.9161839
0,-0.933296
0,-0.8867049
0,-0.8799164
0,-0.9037434
0,-0.8602276
0,-0.9010328
0,-0.8866448
0,-0.8931024
0,-0.8148247
0,-0.884693
0,-0.8750039
0,-0.9990185
0,-0.9133182
0,-0.9004535
0,-0.9253542
0,-0.8423854
0,-0.9305043
0,-0.9363609
0,-0.8758628
0,-0.9172482
0,-0.8876666
0,-0.9266481
0,-0.8086583
0,-0.816594
0,-0.8231862
0,-0.9504114
0,-0.9127895
0,-0.8896985
0,-0.9343833
0,-0.8743395
0,-0.8844765
0,-0.8548175
0,-0.9126266
0,-0.9035804
0,-0.8696392
0,-0.7746182
0,-0.8902752
0,-0.9044972
0,-0.937987
0,-0.8613485
0,-0.8836588
0,-0.9272472
0,-0.9029954
0,-0.9326862
0,-0.8565808
0,-0.9721471
0,-0.8860003
0,-0.7996432
0,-0.902097
0,-0.8418501
0,-0.8986903
0,-0.892621
0,-0.8980228
0,-0.9130685
0,-0.8310948
0,-0.9153714
0,-0.9163424
0,-0.8796922
0,-0.8940054
0,-0.8940054
0,-0.8210875
0,-0.8565484
0,-0.9310192
0,-0.8889269
0,-0.8871163
0,-0.9312349
0,-0.7615321
0,-0.932697
0,-0.9074811
0,-0.8791339
0,-0.8950924
0,-0.892455
0,-0.8945884
0,-0.8982629
0,-0.8876502
0,-0.8898719
0,-0.8241565
0,-0.8503599
0,-0.8736746
0,-0.868321
0,-0.8156884
0,-0.8763028
0,-0.9198666
0,-0.9034098
0,-0.8663408
0,-0.8371897
0,-0.9139461
0,-0.8672777
0,-0.8551635
0,-0.8135404
0,-0.899262
0,-0.8553485
0,-0.8931747
0,-0.8800631
0,-0.8415917
0,-0.9033132
0,-0.8888976
0,-0.8580534
0,-0.9398107
0,-0.8489633
0,-0.9008042
0,-0.8406562
0,-0.8562849
0,-0.8807373
0,-0.8839583
0,-0.8783743
0,-0.851224
0,-0.9011068
0,-0.8601455
0,-0.9146714
0,-0.8402138
0,-0.8578035
0,-0.9041321
0,-0.8373098
0,-0.9041969
0,-0.9057468
0,-0.8594384
0,-0.8770873
0,-0.8983626
0,-0.8330739
0,-0.8012651
0,-0.8544055
0,-0.8517976
0,-0.871601
0,-0.9289873
0,-0.8162215
0,-0.842869
0,-0.8726652
0,-0.8533996
0,-0.864643
0,-0.874358
0,-0.8895687
0,-0.8278378
0,-0.912631
0,-0.8863183
0,-0.8846105
0,-0.8946041
0,-0.8592255
0,-0.8755375
0,-0.8619248
0,-0.8835312
0,-0.8486576
0,-0.8524899
0,-0.8193779
0,-0.8567617
0,-0.8937477
0,-0.870744
0,-0.8665629
0,-0.8434207
0,-0.8952616
0,-0.7579966
0,-0.8302252
0,-0.8705459
0,-0.8044102
0,-0.8710533
0,-0.8714917
0,-0.8302454
0,-0.8441703
0,-0.852186
0,-0.8461128
0,-0.8752462
0,-0.8226411
0,-0.8837801
0,-0.8395817
0,-0.8796998
0,-0.8431755
0,-0.9007542
0,-0.8293352
0,-0.8341759
0,-0.8368563
0,-0.80253
0,-0.8570063
0,-0.8453469
0,-0.880867
0,-0.824708
0,-0.850825
0,-0.8461927
0,-0.8369063
0,-0.8377888
0,-0.8230397
0,-0.873412
0,-0.8587057
0,-0.8805761
0,-0.8341208
0,-0.8594898
0,-0.834347
0,-0.8770666
0,-0.8565831
0,-0.8375239
0,-0.8952828
0,-0.8379932
0,-0.8332175
0,-0.7737423
0,-0.7929603
0,-0.8775982
0,-0.8182063
0,-0.8036954
0,-0.8161419
0,-0.8945282
0,-0.8401328
0,-0.8662766
0,-0.8386166
0,-0.8687348
0,-0.8507465
0,-0.8080233
0,-0.8610795
0,-0.8724378
0,-0.8897259
0,-0.9294193
0,-0.8698942
0,-0.8349683
0,-0.8629152
0,-0.8491721
0,-0.8388359
0,-0.8610923
0,-0.7968687
0,-0.8121884
1,-2.549913
0,-0.8343006
0,-0.8326065
0,-0.7397743
0,-0.8781961
0,-0.8093898
0,-0.8543133
0,-0.832128
0,-0.8624818
0,-0.8240677
0,-0.840889
0,-0.7716666
0,-0.8078643
0,-0.841288
0,-0.8045204
0,-0.8469232
0,-0.8191277
0,-0.7955516
0,-0.7751823
0,-0.8206604
0,-0.7945558
0,-0.8086405
0,-0.7206693
0,-0.8681275
0,-0.850498
0,-0.815218
0,-0.8223267
0,-0.7755489
0,-0.8178344
0,-0.7973754
0,-0.7509266
0,-0.8133495
0,-0.8374203
0,-0.7376216
0,-0.8326401
0,-0.8261751
0,-0.7863102
0,-0.8359708
0,-0.8461438
0,-0.8353171
0,-0.8293031
0,-0.8355822
0,-0.7521383
0,-0.774861
0,-0.8101773
0,-0.7221023
0,-0.7139081
0,-0.8381402
0,-0.8115917
0,-0.8127382
0,-0.856451
0,-0.8468295
0,-0.8076487
0,-0.7972285
0,-0.8531934
0,-0.8151505
0,-0.8035592
0,-0.818073
0,-0.8044393
0,-0.8172832
0,-0.8414362
0,-0.8241469
0,-0.8535268
0,-0.8421223
0,-0.8105644
0,-0.8126767
0,-0.810908
0,-0.8609377
0,-0.7246411
0,-0.8253449
0,-0.8031185
0,-0.7693009
0,-0.7517489
0,-0.7984301
0,-0.8192753
0,-0.8259822
0,-0.7437373
0,-0.8279261
0,-0.7832025
0,-0.7854395
0,-0.7959419
0,-0.8225871
0,-0.7744213
0,-0.8069265
0,-0.8188381
0,-0.8163539
0,-0.8136427
0,-0.6930289
0,-0.8058784
0,-0.7919204
0,-0.7952601
0,-0.7791221
0,-0.8170611
0,-0.7545775
0,-0.8242646
0,-0.8034864
0,-0.8046468
0,-0.8321401
0,-0.8066322
0,-0.8036669
0,-0.7609304
0,-0.7901602
0,-0.7830097
0,-0.8220198
0,-0.7509127
0,-0.8031698
0,-0.801722
0,-0.7861705
0,-0.8095481
0,-0.8072825
0,-0.7319839
0,-0.7690049
0,-0.8118615
0,-0.7930785
0,-0.7811878
0,-0.7858213
0,-0.8062171
0,-0.7470056
0,-0.7644524
0,-0.770507
0,-0.7662385
0,-0.7884411
0,-0.8255379
0,-0.7166687
0,-0.8270846
0,-0.8062218
0,-0.765116
0,-0.7608527
0,-0.8496739
0,-0.8043409
0,-0.7444219
0,-0.7666535
0,-0.7679372
0,-0.7483782
0,-0.7583436
0,-0.839399
0,-0.7761906
0,-0.80635
0,-0.7298772
0,-0.7776353
0,-0.7631732
0,-0.7671989
0,-0.7908816
0,-0.8224379
0,-0.8330685
0,-0.771316
0,-0.7395037
0,-0.7520255
0,-0.7889644
0,-0.7837285
0,-0.8045683
0,-0.7622132
0,-0.7204584
0,-0.7481909
0,-0.7622207
0,-0.7259108
0,-0.784456
0,-0.7824864
0,-0.7470759
0,-0.7854083
0,-0.7885208
0,-0.7436121
0,-0.7945243
0,-0.7539004
0,-0.7040457
0,-0.7506533
0,-0.7520474
0,-0.6931989
0,-0.7591556
0,-0.7116663
0,-0.7943183
0,-0.7456021
0,-0.7645675
0,-0.7767418
0,-0.7528783
0,-0.7647609
0,-0.7605799
0,-0.7599953
0,-0.6917024
0,-0.7161447
0,-0.7377139
0,-0.7783282
0,-0.8090097
0,-0.7106915
0,-0.759532
0,-0.7436424
0,-0.7837989
0,-0.740169
0,-0.7605978
0,-0.7843037
0,-0.7497486
0,-0.7299472
0,-0.7359251
0,-0.7958413
0,-0.7820192
0,-0.8087709
0,-0.7584807
0,-0.721413
0,-0.752951
0,-0.7826891
0,-0.7458866
0,-0.7356332
0,-0.6847212
0,-0.7377113
0,-0.7544084
0,-0.7638384
0,-0.7384378
0,-0.7659476
0,-0.7383527
0,-0.7474205
0,-0.7179587
0,-0.7421335
0,-0.7635066
0,-0.7366465
0,-0.7109812
0,-0.8036209
0,-0.6833157
0,-0.6777327
0,-0.7535606
0,-0.7106961
0,-0.7774291
0,-0.6408699
0,-0.7306481
0,-0.7114807
0,-0.7226948
0,-0.7165861
0,-0.7490208
0,-0.6995512
0,-0.7704965
0,-0.7278674
0,-0.7188182
0,-0.6899868
0,-0.7800571
0,-0.6782874
0,-0.7488945
0,-0.7755614
0,-0.7247822
0,-0.7427727
0,-0.6848205
0,-0.7249597
0,-0.7373558
0,-0.723069
0,-0.7695971
0,-0.7197959
0,-0.7107663
0,-0.6311061
0,-0.705391
0,-0.7708052
0,-0.7110465
0,-0.7275147
0,-0.7111985
0,-0.7131082
0,-0.7133194
0,-0.6815335
0,-0.6055328
0,-0.7143326
0,-0.7231975
0,-0.7311133
0,-0.7450353
0,-0.7501213
0,-0.733518
0,-0.7399099
0,-0.7419801
0,-0.6653829
0,-0.7279304
0,-0.6578155
0,-0.7365676
0,-0.7665139
0,-0.7358723
0,-0.6603265
0,-0.6840239
0,-0.6130567
0,-0.8464831
0,-0.6956019
0,-0.7178174
0,-0.7508689
0,-0.7161762
0,-0.7051585
0,-0.7685279
0,-0.7284988
0,-0.7363491
0,-0.7605485
0,-0.7271369
0,-0.6952991
0,-0.7416311
0,-0.693633
0,-0.657313
0,-0.7853038
0,-0.61517
0,-0.6784799
0,-0.6937198
0,-0.723552
0,-0.6302462
0,-0.7390358
0,-0.70393
0,-0.7228345
0,-0.696381
0,-0.6867255
0,-0.6541831
0,-0.6661144
0,-0.6694572
0,-0.7002707
0,-0.7114095
0,-0.6708585
0,-0.707257
0,-0.6927526
0,-0.7094402
0,-0.7230765
0,-0.6731783
0,-0.7164097
0,-0.7402601
0,-0.7155629
0,-0.723154
0,-0.6823561
0,-0.6926384
0,-0.7103609
0,-0.6832961
0,-0.7008733
0,-0.7239886
0,-0.6666457
0,-0.7308795
0,-0.6813497
0,-0.6743352
0,-0.6437547
0,-0.6709909
0,-0.6851749
0,-0.7241988
0,-0.6264764
0,-0.5950713
0,-0.7032141
0,-0.5940541
0,-0.6897594
0,-0.6287975
0,-0.7136586
0,-0.6910939
0,-0.6171632
0,-0.6918381
0,-0.6379704
0,-0.6697286
0,-0.6990478
0,-0.6919107
0,-0.6817992
0,-0.6954172
0,-0.6885408
0,-0.6823438
0,-0.7383758
0,-0.7021449
0,-0.6634374
0,-0.7033389
0,-0.5470006
0,-0.7116206
0,-0.6741723
0,-0.679119
0,-0.6693718
0,-0.6803508
0,-0.7305525
0,-0.6640009
0,-0.6457403
0,-0.6994013
0,-0.6026624
0,-0.6690252
0,-0.6133021
0,-0.6471152
0,-0.6613679
0,-0.6765345
0,-0.5993979
0,-0.565632
0,-0.6275675
0,-0.6835446
0,-0.6917296
0,-0.6972488
0,-0.6978309
0,-0.6589445
0,-0.705108
0,-0.6624225
0,-0.6541222
0,-0.6845618
0,-0.7025664
0,-0.6623602
0,-0.6850216
0,-0.6750274
0,-0.6807888
0,-0.6959751
0,-0.6359358
0,-0.6833805
0,-0.6908546
0,-0.6607063
0,-0.6397172
0,-0.6648716
0,-0.6334437
0,-0.5914798
0,-0.5869476
0,-0.6771836
0,-0.6803026
0,-0.6412515
0,-0.6541162
0,-0.651118
0,-0.6749218
0,-0.629374
0,-0.6029236
0,-0.6705177
0,-0.6410384
0,-0.6598577
0,-0.6303334
0,-0.6704645
0,-0.6326814
0,-0.6314503
0,-0.6710654
0,-0.6555424
0,-0.6514285
0,-0.6065458
0,-0.5876278
0,-0.6703848
0,-0.6559619
0,-0.6166443
0,-0.6580296
0,-0.7153046
0,-0.6264239
0,-0.6423025
0,-0.6827582
0,-0.6588901
0,-0.6485217
0,-0.5812624
0,-0.5818858
0,-0.6268665
0,-0.6999933
0,-0.626053
0,-0.5371367
0,-0.6655114
0,-0.652335
0,-0.6562167
0,-0.6467674
0,-0.6111314
0,-0.5715204
0,-0.6430714
0,-0.6942114
0,-0.6552324
0,-0.6452327
0,-0.5915653
0,-0.6209691
0,-0.6508735
0,-0.6249581
0,-0.5575279
0,-0.6163522
0,-0.6383756
0,-0.5874734
0,-0.5947859
0,-0.6488337
0,-0.6216612
0,-0.594826
0,-0.6548196
0,-0.6378804
0,-0.6727352
0,-0.6441591
0,-0.6229314
0,-0.6185991
0,-0.6306583
0,-0.5508646
0,-0.5806128
0,-0.6337937
0,-0.5859808
0,-0.670315
0,-0.6229532
0,-0.6149933
0,-0.5927929
0,-0.6539123
0,-0.5943099
0,-0.5852708
0,-0.6138322
0,-0.6416695
0,-0.6309323
0,-0.6114464
0,-0.5903986
0,-0.6124443
0,-0.5871087
0,-0.6011881
0,-0.6078333
0,-0.6311269
0,-0.6152914
0,-0.6141331
0,-0.5855157
0,-0.6100285
0,-0.5827352
0,-0.6072319
0,-0.6087397
0,-0.5462502
0,-0.6265692
0,-0.6313269
0,-0.6116478
0,-0.5984234
0,-0.5699237
0,-0.6108872
0,-0.6212435
0,-0.594081
0,-0.6043713
0,-0.5984274
0,-0.5929205
0,-0.5575849
0,-0.6088451
0,-0.583236
0,-0.5507114
0,-0.5897921
0,-0.5731093
0,-0.6032344
0,-0.5456659
0,-0.5629883
0,-0.5814485
0,-0.5912254
0,-0.5605587
0,-0.5651337
0,-0.5851197
0,-0.5458602
0,-0.553086
0,-0.5543224
0,-0.5324912
0,-0.6122698
0,-0.564208
0,-0.5873582
0,-0.6111234
0,-0.6141398
0,-0.5817007
0,-0.5762234
0,-0.6125853
0,-0.5924711
0,-0.6039246
0,-0.5896916
0,-0.596298
0,-0.5326568
0,-0.5681821
0,-0.5675151
0,-0.5201582
0,-0.5840811
0,-0.6178921
0,-0.5614101
0,-0.5560996
0,-0.5859708
0,-0.5416142
0,-0.6044986
0,-0.5679711
0,-0.5431418
0,-0.5907852
0,-0.5534562
0,-0.5500537
0,-0.5113172
0,-0.5573863
0,-0.5542699
0,-0.70493
0,-0.5607328
0,-0.5769345
0,-0.5136511
0,-0.5673998
0,-0.5468326
0,-0.6033615
0,-0.5758707
