"","number_tokens","ave_syllabels","perc_differentwords2","mean_sent_length","docdate"
"1180",10231,1.96457952468007,0.116316270566728,46.66834171,1998-04-02
"1181",1970,1.99649327878434,0.244301578024547,43.85365854,1997-02-20
"1182",2350,2.00646444554948,0.25758329189458,47.40909091,1997-03-11
"1183",5739,1.96910112359551,0.1526886035313,41.56349206,1997-07-17
"1184",2940,1.89225181598063,0.202986279257466,51.92156863,1997-03-13
"1185",5973,1.97035762096003,0.153566647542551,46.15966387,1998-05-19
"1186",1807,1.92,0.287213114754098,48.61764706,1997-01-16
"1187",3076,1.88893115252948,0.205401293267402,44.109375,1998-04-30
"1188",5811,1.93853192759101,0.136662025064651,49.25925926,1997-04-17
"1189",4761,1.86403181705195,0.151876708923689,53.49382716,1997-01-30
"1190",2610,1.95851972346482,0.216348108987393,38.87878788,1996-12-12
"1191",3262,1.89152666179693,0.214024835646457,42.125,1997-01-09
"1192",1275,1.89478186484175,0.262617621899059,59.23809524,1996-06-13
"1193",3983,1.92662654055603,0.179707652622528,49.12,1997-04-17
"1194",4469,1.91818903891978,0.175800900185332,51.79746835,1997-04-17
"1195",5836,1.9569913589945,0.127062058130401,49.36363636,1997-10-23
"1196",3171,1.9393479909022,0.188021228203184,57.12,1997-10-09
"1197",2650,1.9023746701847,0.214599824098505,47.37254902,1997-01-23
"1198",995,1.87644341801386,0.300230946882217,39.91304348,1995-12-14
"1199",712,1.96038034865293,0.324881141045959,39.70588235,1996-03-28
"1200",720,1.95178849144635,0.32348367029549,40.41176471,1996-03-28
"1201",3850,1.89528639618138,0.163782816229117,60.67241379,1997-10-09
"1202",2173,1.98593134496342,0.26336522228475,45.41860465,1997-06-17
"1203",4799,1.97734548140852,0.160797833046048,53.40243902,1997-10-16
"1204",3561,1.88970588235294,0.199168797953964,49.60606061,1997-02-20
"1205",2371,1.99952267303103,0.22291169451074,47.76086957,1997-03-06
"1206",3321,1.94246031746032,0.176256613756614,44.93055556,1996-09-26
"1207",4499,1.93655006031363,0.164053075995175,43.47524752,1997-01-14
"1208",859,1.94668587896254,0.311239193083574,52.13333333,1995-12-14
"1209",1972,1.77169197396963,0.197396963123644,52.56756757,1996-06-13
"1210",4694,1.88002980625931,0.170392449080974,59.01388889,1997-01-23
"1211",3732,1.98542362587306,0.1876708168843,50.36231884,1997-02-27
"1212",3508,1.95741893219784,0.199803471994759,53.95,1997-01-30
"1213",5884,1.86811679404272,0.163629237703312,43.97560976,1999-10-05
"1214",6560,1.96238188625423,0.147798181494027,44.76515152,1999-01-26
"1215",4266,1.96602972399151,0.159235668789809,55.28169014,1997-04-22
"1216",4317,1.9761038961039,0.162077922077922,48.73170732,1997-01-23
"1217",5690,1.96252740681682,0.170819214670122,44.06722689,1997-07-17
"1218",13504,1.91955756661639,0.113122171945701,46.44814815,1998-12-17
"1219",6900,1.95214190093708,0.151104417670683,45.16546763,1997-12-02
"1220",6833,1.96115854679391,0.15620291310899,38.11515152,1997-10-23
"1221",3029,1.89544436146378,0.19193427931292,52.71698113,1997-07-17
"1222",5997,1.95257531584062,0.159766763848396,38.0625,1998-09-29
"1223",3040,1.89324374766704,0.200074654721911,42.69230769,1997-01-14
"1224",7597,1.89025119617225,0.132177033492823,41.69822485,1997-06-05
"1225",5090,1.889367490365,0.170029471775108,38.57024793,1997-07-17
"1226",2587,1.92062084257206,0.230155210643016,44.56603774,1997-02-27
"1227",2111,1.92132392837765,0.203472599023332,51.05263158,1997-01-30
"1228",3572,1.97931480284421,0.208144796380091,47.37681159,1997-07-09
"1229",2436,1.95483554246441,0.220913107511046,53.41463415,1997-05-07
"1230",1865,1.9633312616532,0.277190801740211,43.28205128,1998-07-02
"1231",3879,1.91590771098968,0.178809957498482,48.43835616,1998-06-11
"1232",695,1.9594383775351,0.324492979719189,40.17647059,1996-05-02
"1233",3191,1.91694109037688,0.216245883644347,47.85245902,1998-07-16
"1234",1797,2.00483968542045,0.23049001814882,46.07894737,1996-09-19
"1235",692,1.99030694668821,0.302100161550889,48,1996-06-20
"1236",750,2.01242236024845,0.341614906832298,40.88235294,1996-03-14
"1237",699,1.9673735725938,0.34257748776509,41.0625,1996-03-14
"1238",4804,2.06593673965937,0.165936739659367,41.33333333,1997-03-20
"1239",2317,1.95926773455378,0.226544622425629,49.45652174,1996-06-27
"1240",5283,1.92304492512479,0.153910149750416,49.98058252,1996-12-12
"1241",6437,1.92177291188416,0.15451174289246,47.11904762,1997-07-17
"1242",4527,1.87732160312805,0.169354838709677,41.65686275,1998-06-17
"1243",10146,1.92800358302542,0.115888478333893,54.29310345,1997-11-20
"1244",3770,1.91252733520775,0.178694158075601,39.68604651,1998-02-10
"1245",1895,1.95729103111653,0.25320317266626,45.92105263,1997-01-23
"1246",2174,2.00269251480883,0.230479267635972,44.59090909,1997-02-06
"1247",6267,1.96366252923188,0.164418060802303,44.02255639,1997-07-17
"1248",4684,1.84951798730308,0.155889960028215,55.01204819,1996-07-11
"1249",3851,1.96992924528302,0.169221698113208,44.65822785,1997-05-15
"1250",3144,1.909026297086,0.208599857853589,52.98181818,1997-11-11
"1251",1253,1.9732528041415,0.264020707506471,39.61290323,1996-05-02
"1252",4024,1.8519010901356,0.160329699547993,36.82242991,1996-07-04
"1253",3202,2.00217470097862,0.194998187749184,57.07843137,1997-01-09
"1254",3241,1.88703374777975,0.185790408525755,43.10144928,1997-10-16
"1255",2850,1.95836873406967,0.262107051826678,42.05,1997-10-02
"1256",3014,1.95030120481928,0.195406626506024,54.98,1997-02-20
"1257",4248,1.9710027100271,0.193224932249322,46.51190476,1997-07-10
"1258",1793,2.01768793430196,0.217940619077701,50.55882353,1996-11-07
"1259",3488,2.00299500831947,0.215640599001664,36.79310345,1998-02-10
"1260",4685,1.83403102684068,0.166707707461216,49.52873563,1997-03-11
"1261",4463,1.96974281391831,0.206253151790217,41.78787879,1997-12-09
"1262",3688,1.91916354556804,0.174469413233458,51.92307692,1997-06-12
"1263",5672,1.85892351274788,0.145986779981114,56.91752577,1996-12-05
"1264",3189,1.9899389148401,0.224937118217751,48.98333333,1997-07-03
"1265",5032,2.05749006777284,0.174339799018462,45.78,1997-04-15
"1266",4121,1.9280258519389,0.170681551116334,48.81578947,1997-04-15
"1267",3449,1.89253731343284,0.183084577114428,54.05084746,1997-01-16
"1268",3241,1.87994089397857,0.178795714813447,51.22413793,1997-04-17
"1269",6259,1.9173705471906,0.152772677194271,44.23076923,1997-05-15
"1270",7786,1.94720873786408,0.143203883495146,39.20111732,1998-10-01
"1271",5637,2.013860578883,0.142070933550754,43.21186441,1997-07-17
"1272",2850,1.99959612277868,0.256462035541195,44.3559322,1998-01-29
"1273",4013,1.88223261250731,0.192285213325541,35.43809524,1997-03-18
"1274",2760,1.87801831806828,0.240632805995004,38.8,1998-06-11
"1275",6461,2.00893176134334,0.165594855305466,45.93023256,1998-07-14
"1276",2605,1.90842153704556,0.235158766682006,54.34883721,1997-06-05
"1277",4138,1.93380281690141,0.17887323943662,41,2000-04-06
"1278",4930,1.90887347524516,0.161444630471179,42.64423077,2000-04-06
"1279",2777,1.9802603947921,0.242755144897102,49.56862745,1997-01-23
"1280",3089,2.01389961389961,0.218146718146718,50.12727273,1997-04-15
"1281",6478,1.87149807079349,0.128837443381983,42.87837838,1996-11-12
"1282",2344,1.98471400394477,0.239644970414201,47.68888889,1997-03-20
"1283",4943,1.89630681818182,0.183948863636364,44.33,1998-04-02
"1284",759,1.96275071633238,0.30945558739255,41.27777778,1996-12-12
"1285",2741,1.93424317617866,0.198924731182796,46.12280702,1996-12-12
"1286",2251,1.94870492635856,0.254443880142204,46.22222222,1997-05-29
"1287",3351,1.93115593980147,0.194684598142811,42.41558442,1996-12-12
"1288",2832,1.92090395480226,0.212671509281679,42.47540984,1997-05-29
"1289",4608,2.00792433537832,0.162832310838446,41.10784314,1998-10-22
"1290",1156,1.93893129770992,0.270992366412214,43.15384615,1996-12-12
"1291",555,2.00194174757282,0.333980582524272,32.17647059,1996-07-11
"1292",657,1.9421768707483,0.30952380952381,45.07142857,1996-07-11
"1293",2732,1.94562211981567,0.241013824884793,43.30357143,1999-10-05
"1294",1602,1.9058231488138,0.266714593817398,41.41666667,1998-02-19
"1295",3806,1.93437990580848,0.192150706436421,50.61764706,1997-04-22
"1296",706,2.00768049155146,0.354838709677419,36.42105263,1996-05-02
"1297",1054,1.88115631691649,0.291220556745182,48.04761905,1996-10-17
"1298",1452,1.9925187032419,0.224438902743142,66.3,1997-01-23
"1299",1266,2.00943396226415,0.222641509433962,59.05,1996-11-07
"1300",3953,1.998514998515,0.178200178200178,58.06557377,1997-07-09
"1301",3958,1.87673900946021,0.17195325542571,39.51546392,1996-10-24
"1302",3004,1.93966523939276,0.181782794861814,56.5625,1999-02-25
"1303",5113,2.00371229698376,0.204640371229698,46.92929293,1998-04-02
"1304",4222,1.94947784363534,0.154953429297206,74.47058824,1997-09-17
"1305",2378,1.98161947342275,0.238450074515648,46.95555556,1997-03-20
"1306",891,1.90469973890339,0.246736292428198,64.92307692,1996-10-24
"1307",2343,2.07160493827161,0.254814814814815,41.84313725,1997-05-29
"1308",2419,1.94243577545195,0.245956232159848,44.46,1997-07-03
"1309",4634,1.99341605469739,0.155735629273234,54.08974359,1997-07-17
"1310",2564,1.88695652173913,0.175652173913043,53.93478261,1996-10-24
"1311",1795,1.95677419354839,0.267096774193548,51.40625,1997-04-17
"1312",6803,1.90599702626797,0.126714026102759,60.39423077,1997-11-04
"1313",2189,1.91408751334045,0.248132337246531,55.05405405,1997-11-20
"1314",5842,2.03131813676908,0.16392467789891,49.51886792,1997-07-09
"1315",6544,2.00961025093433,0.165153941982559,43.77372263,1998-07-14
"1316",2170,1.97795275590551,0.274015748031496,52.28947368,1997-03-18
"1317",3153,1.90823699421965,0.183887283236994,52.61818182,1997-02-20
"1318",2430,1.89915174363808,0.222431668237512,36.35483871,1997-10-01
"1319",3112,1.93711377680843,0.224645583424209,48.62711864,1998-02-12
"1320",3823,2.01889667784212,0.205425175251448,49.29577465,1997-09-17
"1321",5786,1.94179482188048,0.145220946077477,45.17948718,1997-11-11
"1322",5465,1.84485309659691,0.151976326358064,57.34482759,1997-04-17
"1323",2825,1.87489711934156,0.196296296296296,64.97435897,1997-03-20
"1324",3921,1.83241678726483,0.18465991316932,50.47222222,1997-12-09
"1325",7521,2.00805559943137,0.119570368030327,55.33870968,1997-07-17
"1326",4177,1.88798259923872,0.177542142468733,49.6025641,1997-05-15
"1327",3613,2.07172326245636,0.184385909235163,43.98684211,1997-11-27
"1328",6585,1.98018934081346,0.156030855539972,45.95384615,1997-03-11
"1329",2085,2.02618384401114,0.242339832869081,50.28947368,1997-03-13
"1330",4151,1.94629523262493,0.180356117174038,50.94594595,1997-11-11
"1331",1377,1.97768240343348,0.282403433476395,56.27272727,1997-12-18
"1332",1608,1.97787610619469,0.263274336283186,55.96153846,1997-12-18
"1333",5897,1.89639727361246,0.155209347614411,51.65714286,1997-09-16
"1334",6819,1.96937716262976,0.146020761245675,44.50359712,1998-03-10
"1335",4535,2.02092154420922,0.197260273972603,50.01204819,1998-05-12
"1336",7671,1.93386682772158,0.138758870602446,43.15432099,1998-04-02
"1337",3195,1.95886981402003,0.229256080114449,42.44927536,1997-06-26
"1338",5531,1.9640982574008,0.165022044929666,47.3271028,1997-11-27
"1339",2296,1.86735700197239,0.228303747534517,43.40816327,1998-01-15
"1340",3100,1.90370090634441,0.206948640483384,49.45614035,1997-06-26
"1341",6126,1.99545884578997,0.143235572374645,54.8627451,1997-07-10
"1342",4198,1.97725426482535,0.171676144056323,41.09473684,1997-10-23
"1343",3908,1.83876357560568,0.173489278752437,47.5875,1996-12-12
"1344",418,1.94764397905759,0.358638743455497,45.11111111,1996-10-03
"1345",1994,2.02610208816705,0.234338747099768,55.6969697,1997-12-18
"1346",2843,1.83326604763827,0.20952765442067,62.5952381,1997-01-09
"1347",2595,1.97113676731794,0.22291296625222,47.36,1997-12-18
"1348",2700,1.83994766681204,0.208024422154383,64.21052632,1997-05-29
"1349",6960,2.00181998676373,0.156849768365321,43.39726027,2000-05-16
"1350",3786,1.99203431372549,0.193321078431373,44.7012987,1997-05-29
"1351",1330,1.97465034965035,0.333916083916084,38.28125,1996-03-21
"1352",8010,1.94893434415677,0.139608067515377,45.30246914,1999-02-11
"1353",5196,1.97304522165293,0.151481398975273,47.96938776,1998-11-17
"1354",3959,1.92710120068611,0.175814751286449,55.53030303,1997-06-10
"1355",4719,1.93354822712621,0.17827919662782,46.68478261,1997-04-22
"1356",2228,1.95902489626556,0.231846473029046,48.95121951,1997-06-05
"1357",4201,1.90794520547945,0.16027397260274,54.12676056,1997-01-30
"1358",2707,1.88524590163934,0.189575451870534,49.98,1997-05-29
"1359",1847,1.99508297480025,0.282114320835894,57.06666667,1997-05-15
"1360",5653,1.9480412371134,0.17979381443299,44.93913043,1997-11-11
"1361",3028,2.01997041420118,0.214127218934911,53.24528302,1997-11-11
"1362",3104,1.95005508630187,0.219610723466765,40.98591549,1995-12-07
"1363",2101,1.94906707009581,0.195158850226929,56.02702703,1996-11-19
"1364",1781,1.92181818181818,0.233333333333333,45.44736842,1996-09-26
"1365",4279,1.89276681841173,0.164390490642387,53.03797468,1996-07-11
"1366",1960,1.90978773584906,0.22936320754717,52.52941176,1997-06-25
"1367",3959,1.84730454417161,0.152130962461191,57,1996-12-12
"1368",2886,1.84844720496894,0.192546583850932,43.14516129,1995-12-07
"1369",1335,2.02877070619006,0.293809938971229,42.03448276,1996-02-15
