"","Coord1","Coord2","year"
"1970",0.00919133447066259,-0.0467874405268726,1970
"1971",0.00303329058770399,-0.0450435093507087,1971
"1972",-0.0103011271942091,-0.0444926438432963,1972
"1973",-0.00346987195093873,-0.036592602767566,1973
"1974",-0.00911479134307752,-0.0356493926798023,1974
"1975",-0.00597635480119447,-0.0368310662462695,1975
"1976",-0.00588084333420025,-0.0292644494535893,1976
"1977",-0.00670722774434938,-0.0294854546026853,1977
"1978",0.00115859509209069,-0.015765416611144,1978
"1979",0.00415407960585643,-0.0087725177162427,1979
"1980",0.00775687009007615,-0.000821108997197034,1980
"1981",0.00893819359755925,-4.63455356604735e-05,1981
"1982",0.0109098205825633,0.000747819772948998,1982
"1983",0.00706752239597455,-0.000235230274333375,1983
"1984",0.00775330949707122,0.000481109507414766,1984
"1985",0.00195032666644689,0.000324914164122352,1985
"1986",0.00212094399820756,0.000451427046085342,1986
"1987",0.0102675370889656,0.00348290254312775,1987
"1988",0.00888241500721185,0.00453738099525728,1988
"1989",0.0025772254975147,0.00446311710673448,1989
"1990",0.00517512310257401,0.00714749452137023,1990
"1991",0.00502405085324193,0.00781369840887658,1991
"1992",0.007182308494095,0.00992235490345651,1992
"1993",0.00577026325439763,0.00973496355552741,1993
"1994",0.00280545329698423,0.00662180671673246,1994
"1995",0.00295218265144961,0.00999430534461265,1995
"1996",0.00173944812376779,0.00905184331914893,1996
"1997",-0.00198412650310022,0.0102286657859528,1997
"1998",-0.00193193113645271,0.00842550912390794,1998
"1999",-0.00196806745827697,0.00807231261300177,1999
"2000",-0.00179610784843153,0.00987289233503054,2000
"2001",-0.00210064249802473,0.0101708152386174,2001
"2002",-0.00287804665782657,0.0109349113612029,2002
"2003",-0.00400477165569833,0.0111680267839377,2003
"2004",-0.00293255567090769,0.0115307883805776,2004
"2005",-0.00220805799172646,0.0134197639704752,2005
"2006",-0.00329451488147998,0.0160603699996684,2006
"2007",-0.00409624894641419,0.0151673043277503,2007
"2008",-0.00529960921792145,0.0165131207702989,2008
"2009",-0.00485848078331718,0.0162857282698438,2009
"2010",-0.00635271057209359,0.0174580418387374,2010
"2011",-0.00627010294255893,0.0168441144404097,2011
"2012",-0.00668341170468827,0.0180881617634119,2012
"2013",-0.00575103688882427,0.0174348824435099,2013
"2014",-0.0105496542287024,0.0273366312536179,2014
