"","diff","Similarity"
"160",-38,0.711700336887326
"161",-53,0.408725076146443
"162",-27,0.852433841770827
"163",-3,0.917836902614611
"164",-56,0.523979713047481
"165",-4,0.941084966323512
"166",-3,0.937377618309097
"167",3,0.898758090081118
"168",0,0.933601718860876
"169",-14,0.91232152918088
"170",-11,0.931007886090544
"171",-23,0.862128279124409
"172",-47,0.535803781539586
"173",-16,0.914245273050928
"174",-45,0.513593289524569
"175",-59,0.394526111478959
"176",-8,0.931566608707619
"177",-7,0.924909001304685
"178",-9,0.932808788530306
"179",-6,0.949278069548284
"180",-3,0.922793615547341
"181",-3,0.941619139205874
"182",-7,0.925324080774865
"183",-4,0.941663292000492
"184",-41,0.454882399149073
"185",-54,0.465552267456052
"186",-53,0.619495288439307
"187",50,0.487042604091739
"188",42,0.570218431341291
"189",55,0.463986766398028
"190",-5,0.122561085620631
"191",57,0.334487376681162
"192",50,0.479628890722643
"193",49,0.500728833118464
"194",22,0.636374756041954
"195",42,0.501367715961652
"196",47,0.482100178172155
"197",24,0.559817191427242
"198",0,0.57553376535346
"199",30,0.512621898013785
"200",37,0.544387670073898
"201",54,0.512199878652311
"202",-5,0.329989148152816
"203",-3,0.747411203087156
"204",52,0.45808919777215
"205",21,0.433598125901653
"206",35,0.543245191432691
"207",34,0.555150533732375
"208",54,0.463233081309172
"209",45,0.519079909004877
"210",48,0.490012592232163
"211",25,0.571298202334209
"212",51,0.471099097979382
"213",16,0.715604705990445
"214",47,0.550151761988749
"215",52,0.492105779578639
"216",46,0.506903208695291
"217",51,0.513636062970777
"218",50,0.490659201901667
"219",-2,0.755360891754019
"220",47,0.548310545878767
"221",57,0.424685710884008
"222",55,0.455679577675376
"223",35,0.542892168985707
"224",43,0.541640391219435
"225",16,0.337886519859692
"226",7,0.828162925630649
"227",20,0.731667076684206
"228",15,0.713158051364275
"229",50,0.483512869084975
"230",48,0.479389411113315
"231",47,0.515413146195914
"232",38,0.567172864194895
"233",52,0.51317009227177
"234",51,0.457798540087343
"235",43,0.508493371527245
"236",37,0.540054714392088
"237",52,0.501774075566495
"238",31,0.541034170155313
"239",38,0.535605819594912
"240",55,0.487933724626732
"241",0,0.801889547358058
"242",16,0.783629642448021
"243",1,0.798779407460409
"244",33,0.544599257243632
"245",42,0.542048310054244
"246",6,0.818126936863809
"247",43,0.497957317975292
"248",49,0.511507545232942
"249",28,0.518060618321022
"250",34,0.578327384652627
"251",57,0.401499951199466
"252",31,0.502200032994109
"253",29,0.582217817667237
"254",19,0.68454090755215
"255",49,0.485614289807978
"256",40,0.536224683849347
"258",30,0.565525676449965
"259",38,0.540131609137747
"260",16,0.747912243208391
"261",51,0.472631598650604
"262",49,0.499770556247444
"263",31,0.557990007117343
"264",40,0.560059669868598
"265",49,0.436862825899782
"266",50,0.489138960386486
"267",25,0.556320856105608
"268",13,0.562929080139976
"269",1,0.819337009778419
"270",9,0.775740189043798
"271",52,0.451274642439323
"272",39,0.529736341872575
"273",54,0.458698369636023
"274",24,0.54088563136198
"275",52,0.49035540534242
"276",27,0.555710739035462
"277",20,0.656343608693865
"278",22,0.535258084640329
"279",7,0.799950304004361
"280",33,0.734429398618119
"281",26,0.802137255877297
"282",8,0.832200997971299
"283",24,0.780816692010744
"284",26,0.774612054887184
"285",-16,0.529044305506887
"286",31,0.708819173772742
"287",5,0.736131607535776
"288",27,0.763239406063374
"289",34,0.736235497878521
"290",21,0.773986777222659
"291",32,0.746214241305381
"292",9,0.809778885414672
"293",33,0.738271786446445
"294",39,0.708585988785165
"295",38,0.731646215279473
"296",36,0.729430924480845
"297",-7,0.785001950681267
"298",32,0.746581753807531
"299",26,0.786878007600601
"300",34,0.761241414310879
"301",36,0.757203495035907
"302",33,0.737217711162803
"303",12,0.781990934587656
"304",18,0.806292380313362
"305",19,0.803993986889982
"306",13,0.818770424946829
"307",9,0.810910606591103
"308",41,0.614599079006172
"309",-1,0.821649216169644
"310",34,0.734523965345969
"311",11,0.807525060236334
"312",14,0.810796976713535
"313",36,0.719740067586858
"314",19,0.793600313365281
"315",35,0.744218157860073
"316",35,0.717476451999197
"317",15,0.789956039194832
"318",29,0.78015070939976
"319",6,0.808740541685725
"320",34,0.741349555893428
"321",3,0.875098402657826
"322",-16,0.730948181036564
"323",31,0.788590550173802
"325",36,0.692497884715855
"326",35,0.743245005882819
"327",22,0.78654649178547
"328",39,0.701493157772373
"329",27,0.755825579279331
"330",34,0.723822307286682
"331",4,0.868633059993398
"332",41,0.612188366100652
"333",-9,0.890625910938761
"334",21,0.771236689921756
"335",0,0.874656656741526
"336",4,0.905221620613528
"337",33,0.74188584153443
"338",-19,0.686882218063892
"339",38,0.711700336887326
"340",31,0.735280146849492
"341",31,0.765188781214952
"342",36,0.719144918444246
"343",41,0.639182329840543
"344",39,0.683408800156324
"345",24,0.806664100450133
"346",0,0.581139746157803
"347",23,0.780684497809205
"348",-9,0.793541826650395
"349",14,0.79572357500935
"350",22,0.80610999340671
"351",-15,0.889033170544244
"352",22,0.68689161572233
"353",17,0.787631343938118
"354",30,0.774811652926251
"355",0,0.883603963826403
"356",-3,0.719140291002529
"357",18,0.790957099941986
"358",38,0.706885063536806
"359",15,0.769257446357628
"360",-18,0.743114372610494
"361",35,0.737653716484431
"362",8,0.823670456711616
"363",-21,0.517562526600138
"364",-15,0.698413955878846
"365",-21,0.300839640104858
"366",6,0.857060557300908
"367",36,0.718262836815973
"368",27,0.760060412108267
"369",15,0.802635457527243
"370",-10,0.801828802408523
"371",-16,0.783629642448021
"372",33,0.717505029285428
"373",20,0.860416667963165
"374",25,0.835402557723996
"375",-9,0.878856144102928
"376",14,0.856667722793178
"377",-14,0.642497819090823
"378",26,0.835556492041861
"379",26,0.839900094131812
"380",23,0.845917860906331
"381",-29,0.31791698759207
"382",21,0.857629771094439
"383",-9,0.899487710269199
"384",8,0.916675447979643
"385",-7,0.929858562551162
"386",5,0.946212016315253
"387",18,0.824005996904476
"388",8,0.909303919158374
"390",1,0.92417537976897
"391",18,0.892037375937566
"392",13,0.915460154096348
"393",4,0.933541132679388
"394",19,0.850022797278928
"395",18,0.865468626353112
"396",23,0.864225356079945
"397",6,0.933255482638903
"398",5,0.928983728853014
"399",2,0.943948344009065
"400",-5,0.930478996338015
"401",20,0.828414524022322
"402",-10,0.90416592832061
"403",-5,0.918205056424837
"404",28,0.72988048901888
"405",23,0.822823851407066
"406",25,0.836231085722558
"407",-2,0.91807884725591
"408",22,0.857434279566661
"409",13,0.898317607472071
"410",-31,0.618067897901439
"411",14,0.889306222347721
"412",21,0.854604083769532
"413",28,0.736236324381517
"414",-13,0.440683984167266
"415",-4,0.924772292160832
"416",-4,0.922257942145652
"417",-22,0.626039614872359
"418",-29,0.541643580194398
"419",-29,0.582217817667237
"420",-34,0.428079603876189
"421",9,0.914975120375958
"422",18,0.877224959198897
"423",-8,0.823706287190175
"424",23,0.849312530169952
"425",-1,0.924247622948198
"426",26,0.798416586306111
"427",6,0.930409552060397
"428",14,0.888588577213463
"429",2,0.945326415243074
"430",22,0.846942401721135
"431",-13,0.858958838247182
"432",-28,0.503846020659799
"433",-34,0.516097410468445
"434",23,0.824298752665026
"435",1,0.945176117361899
"436",21,0.835262991133366
"437",22,0.82896340131843
"438",22,0.855686803979708
"439",25,0.809402243664697
"440",13,0.891531256521957
"441",19,0.857839113317611
"442",-7,0.923002403069933
"443",10,0.91106051039006
"444",21,0.858821531911198
"445",-28,0.716807517166609
"446",-13,0.818770424946829
"447",-32,0.452906017316168
"448",9,0.825758870494357
"449",-20,0.597069233386032
"450",-23,0.612418776701599
"451",-13,0.778563094671428
"452",28,0.772106346839043
"453",20,0.864410577488028
"454",16,0.877465525329805
"455",11,0.913052974867692
"456",-22,0.681448923718511
"457",9,0.914635571570304
"458",-16,0.526629998293401
"459",20,0.855601844999722
"460",17,0.883524606433613
"461",11,0.911386800922879
"462",20,0.871493434119772
"463",23,0.838054454648407
"464",21,0.857726943541674
"465",2,0.906252246680902
"466",3,0.950544700119986
"467",3,0.959652465431298
"468",16,0.910735437964343
"469",10,0.924277900323274
"470",11,0.937613927045179
"471",-23,0.841669313296898
"472",-19,0.879120945581532
"473",-39,0.261587980301618
"474",13,0.934590937270341
"475",8,0.92769757703215
"476",11,0.932848758113839
"477",8,0.902004283204606
"478",-4,0.941657217804257
"479",11,0.932347069179519
"480",16,0.892965560579598
"481",18,0.826876790422394
"482",-15,0.892567881221391
"483",18,0.827542849923344
"484",-32,0.586791981638702
"485",-24,0.619721699179469
"486",8,0.940552037725495
"487",-6,0.949668668500242
"488",9,0.943942897022176
"489",13,0.928035981950793
"490",-18,0.813177603843459
"491",-41,0.57375591178083
"492",18,0.866064004294417
"493",15,0.900705516232855
"494",6,0.951469559085073
"495",9,0.94289872765538
"496",-9,0.912308585527545
"497",-1,0.964809799153137
"498",-10,0.91106051039006
"499",-20,0.868134963785391
"500",13,0.907676901686255
"501",-42,0.402861073636919
"502",-12,0.896831195611599
"503",-9,0.928093000420836
"504",-1,0.952128850809842
"505",12,0.92729074148718
"506",10,0.948717442742492
"507",-17,0.894566014078904
"508",-4,0.94960464665885
"509",-14,0.910052287380008
"510",-2,0.956240238756762
"511",11,0.94438720957153
"512",-15,0.913555053799695
"513",15,0.93041867488376
"514",7,0.958445310162617
"515",-39,0.529736341872575
"516",-1,0.831565968806756
"517",13,0.939663716486335
"518",12,0.927595875243028
"519",8,0.947495359949967
"520",-5,0.949800739790244
"521",-2,0.950693053648388
"522",13,0.933183116906784
"523",-8,0.930802194973032
"524",-17,0.91420559182611
"525",-14,0.914529060604521
"526",-39,0.499888689199737
"527",11,0.944236086632374
"528",-38,0.461307866034983
"529",-44,0.425341875820929
"530",3,0.971167420970648
"531",12,0.934512531010757
"532",-23,0.730158793002468
"533",4,0.95588243285548
"534",-11,0.911860113997452
"535",-5,0.916258067083748
"536",-23,0.414337024411441
"537",-8,0.894753298558643
"539",12,0.939544187225724
"540",-23,0.780684497809205
"541",1,0.959463970366853
"542",-44,0.507001820563545
"543",-33,0.570925130513988
"544",15,0.930025512531057
"545",1,0.963820384393042
"546",13,0.939743229372294
"547",10,0.949108516692898
"548",-8,0.908500464310146
"549",16,0.924827161564596
"550",10,0.928806816547122
"551",-32,0.643093181131015
"552",-26,0.496893669558467
"553",4,0.938285685608534
"554",-38,0.671740713712646
"555",-30,0.561933644613235
"556",4,0.952936479796529
"557",-19,0.849687364391833
"558",10,0.944972018977352
"559",-14,0.892078217166318
"560",-33,0.647037632292482
"561",-1,0.95455959632547
"562",-7,0.944080961089535
"563",8,0.857165594377245
"564",-6,0.924057082382254
"565",-24,0.833531367012082
"566",-7,0.903906002642651
"567",-34,0.544389547656809
"568",-52,0.294166704907417
"569",3,0.945572310894461
"570",-19,0.853792814952097
"571",-22,0.810177763474507
"572",-28,0.743968409635492
"573",3,0.957133730758321
"574",-12,0.894629064514923
"575",-18,0.852180688153666
"576",-29,0.736026372688893
"577",-20,0.828414524022322
"578",1,0.956795835092574
"579",-24,0.839611295974476
"580",8,0.864803960722381
"581",-2,0.902117386840963
"582",-40,0.496803031676374
"583",-11,0.73592243151134
"584",5,0.932760515738021
"585",-11,0.901619031997312
"586",-2,0.909907118876355
"587",0,0.959542796772836
"588",-21,0.853971354941956
"589",-15,0.862969072074457
"590",-1,0.961592793873561
"591",-25,0.82854720488587
"592",-10,0.928806816547122
"593",-19,0.85410776093848
"594",-30,0.788626870883842
"595",5,0.927303680636036
"596",6,0.935250437601419
"597",-49,0.436862825899782
"598",3,0.952750415837757
"599",-2,0.912954814643692
"600",3,0.950129881236196
"601",0,0.93319815992287
"602",2,0.956363607229747
"603",-7,0.942911542834681
"604",-18,0.84460971472566
"605",-36,0.422480393371629
"606",-11,0.930753796133897
"607",-25,0.861279598167926
"608",-49,0.408911324979924
"609",-33,0.717505029285428
"610",-48,0.359290121800251
"611",-16,0.902535241372902
"612",1,0.959417784368877
"613",1,0.950553252820683
"614",6,0.911753997463184
"615",-6,0.945839612464245
"616",1,0.944955223713028
"617",3,0.931082535878178
"618",-33,0.344335953659981
"619",-9,0.925192222829202
"620",-12,0.912004920499897
"621",-49,0.182440204495671
"622",-29,0.792701510629692
"623",0,0.961487889099985
"624",-9,0.92094149470255
"625",3,0.935915427931025
"626",-54,0.301747779122086
"627",-2,0.932097014583836
"628",2,0.970109158033689
"629",0,0.941797204133464
"630",-27,0.81461635529199
"631",-14,0.909366833998864
"633",-18,0.881572809238429
"634",-42,0.492197005444156
"635",2,0.963297592821271
"636",2,0.932635271609275
"637",1,0.957156510401211
"638",-3,0.952275649794336
"639",-54,0.449760607987645
"640",-4,0.941911763794895
"641",-51,0.451902444680491
"642",-42,0.578816772769536
"643",-15,0.855970945270508
"644",-33,0.771283931116534
"645",-43,0.479013762175706
"646",-48,0.583991121172116
"647",-27,0.856040605513831
"648",5,0.932710558930433
"649",6,0.925040263790569
"650",-6,0.932052714259032
"651",8,0.888420325663782
"652",0,0.941836836951192
"653",-55,0.336923630002773
"654",-2,0.935291362617793
"655",-10,0.910600119303132
"656",-52,0.270588189010472
"657",5,0.840220048986637
"658",-2,0.946646111702851
"660",0,0.936367081176499
"661",-37,0.560190067864109
"662",-23,0.838054454648407
"663",5,0.860093468836013
"664",-36,0.718262836815973
"665",-22,0.846653462518571
"666",0,0.960030470117135
"667",-22,0.864049315517424
"668",-14,0.92207619756426
"669",-4,0.941031210363643
"670",-9,0.915588720054506
"671",-24,0.850947414191736
"672",-18,0.868417289501478
"673",-36,0.354545230398774
"674",-2,0.955500701060368
"675",-21,0.862039637914087
"676",-45,0.56139555433455
"677",2,0.962394314599208
"678",-51,0.43462360750338
"679",-52,0.501774075566495
"680",-14,0.808436882281306
"681",-5,0.931832136617308
"682",-36,0.667364206854502
"683",-17,0.88801379429637
"684",-3,0.925198107947223
"685",-15,0.903824824651771
"686",-10,0.934514051359021
"687",-3,0.931082535878178
"688",-45,0.594674111395938
"689",-28,0.859554835894439
"690",-52,0.490648457462773
"691",-5,0.918324129368344
"692",0,0.915504469649279
"693",-19,0.896827955696633
"694",-10,0.948609217991915
"695",-31,0.716229517652701
"696",3,0.927674272154911
"697",-3,0.959098799514106
"698",2,0.942160462943956
"699",-32,0.752316485166151
"700",-4,0.947666326334056
"701",-28,0.823460492958972
"702",-27,0.854739259424079
"703",-36,0.782479014666643
"704",-32,0.812020428427701
"705",-43,0.526320090173227
"706",-6,0.930815712580455
"707",2,0.963426417905842
"708",-2,0.950655831265517
"709",-5,0.883221546312979
"710",0,0.967071098613929
"711",5,0.919438182116572
"712",3,0.93608218977422
"713",-17,0.900766086562893
"714",-21,0.842430526326486
"715",-13,0.933183116906784
"716",-30,0.824232582816605
"717",-33,0.803274905501251
"718",3,0.941663304923869
"719",-2,0.939424083151901
"720",-57,0.489600236075247
"721",-25,0.841653729957663
"722",-1,0.935392562991866
"723",-1,0.944702520168176
"724",-1,0.930638479851846
"725",-21,0.842046812203452
"726",-7,0.936119037892967
"727",-39,0.435064557878251
"728",-14,0.912618391890126
"729",-15,0.920786093936079
"730",-1,0.944803864652338
"731",-3,0.949336736960237
"732",-51,0.623481140472557
"733",-12,0.923682081683454
"734",-57,0.374431666324465
"735",-46,0.544844941371723
"736",-54,0.538522079547219
"737",-9,0.926493627071527
"738",-3,0.957330952052013
"739",-30,0.827786514422679
"740",-18,0.897219106649177
"741",-27,0.850314437448329
"742",-9,0.94381164204333
"743",-5,0.948561322898827
"744",-12,0.914173455205026
"745",-24,0.872258885594137
"746",1,0.95252234977196
"747",-1,0.948410119104556
"748",-20,0.871493434119772
"749",-49,0.206389299895234
"750",-33,0.737217711162803
"751",6,0.941871143177707
"752",3,0.950093544890847
"754",1,0.95053797080781
"755",1,0.967865473332506
"756",-18,0.870926120601053
"757",-19,0.881696045307356
"758",-34,0.580734973948051
"759",5,0.95645043683527
"760",6,0.956032886190554
"761",-49,0.511507545232942
"762",3,0.94377700392197
"763",-2,0.952038776722
"764",-14,0.920518220035162
"765",-6,0.94900856210094
"766",0,0.941234353836774
"767",-12,0.935448031010468
"768",-7,0.948183600778875
"769",-36,0.438247273407707
"770",-11,0.940110718146232
"771",-25,0.875262356819296
"772",-49,0.453239099528422
"773",-2,0.938898746422301
"774",-52,0.348196669332631
"775",-16,0.937540874731393
"776",-7,0.958369163340638
"777",-7,0.938745464212037
"778",-51,0.512408274877917
"779",0,0.964741248388228
"780",5,0.935541621822735
"781",3,0.957330952052013
"782",8,0.886071321871049
"783",-25,0.846323278569416
"784",-24,0.858166100746361
"785",8,0.869708221233015
"786",-29,0.827508915696577
"787",-40,0.517310825070529
"788",-9,0.939670372511248
"789",-19,0.902006852086231
"790",-11,0.938421528454658
"791",-2,0.921214053979955
"792",3,0.970709438420224
"793",-21,0.879424736157624
"794",-15,0.88984882208319
"795",-14,0.936984397667983
"796",-9,0.9404915377077
"797",-10,0.948717442742492
"798",-42,0.555607287654879
"799",-30,0.820463040188395
"800",-12,0.944498579520575
"801",1,0.947009375346088
"802",-11,0.841387200152921
"803",-54,0.455531497683999
"804",-33,0.683420907341375
"805",3,0.955133021622686
"806",2,0.945071511458529
"807",-18,0.890419945001455
"808",-4,0.94929597368996
"809",0,0.941797204133464
"810",-42,0.614046962280979
"811",-27,0.86852851045526
"812",2,0.961469589570741
"813",-6,0.959200657125619
"814",3,0.943789004719873
"815",-48,0.438065705500197
"816",-22,0.856823756979479
"817",-28,0.751219188254096
"818",2,0.965232724542727
"819",-2,0.966800746213328
"820",-6,0.941838125296962
"821",-29,0.788558702076295
"822",-1,0.95679051746394
"823",-33,0.33300892192604
"824",-3,0.955276486201725
"825",-33,0.797511823169724
"826",1,0.956326339797898
"827",-43,0.531449532462127
"828",-54,0.327061649652308
"829",5,0.942847754700424
"830",6,0.947296620249599
"831",-27,0.857038030984122
"832",-15,0.909401893710857
"833",8,0.915164305240177
"834",-18,0.902309953296826
"835",0,0.96599478024191
"836",-48,0.628114365779523
"837",2,0.945337891214829
"838",6,0.853399925716854
"839",6,0.864159622810406
"840",-27,0.870766039560378
"841",-30,0.760850002396625
"842",-16,0.926368564326488
"843",-51,0.472631598650604
"844",-17,0.878868832169477
"845",1,0.95324424578339
"846",-36,0.584678103641379
"847",1,0.963723226911714
"848",-20,0.889965844419655
"849",-20,0.878314356910683
"850",-6,0.955140848835282
"851",-38,0.416806477844992
"852",-26,0.858646944877337
"853",-29,0.878300370244994
"854",-32,0.816140563754863
"855",3,0.938713285927581
"856",-35,0.744218157860073
"857",-3,0.947290603147033
"858",-9,0.949643707750822
"859",0,0.935616505889581
"860",4,0.916364369687427
"861",-8,0.952588683841414
"862",-8,0.928749179288924
"863",-31,0.746734063730476
"864",1,0.930638479851846
"865",-21,0.868289265335201
"866",-14,0.924547114903339
"867",-22,0.855686803979708
"868",-51,0.220576341930482
"869",-31,0.806844013830484
"870",-54,0.342502499015512
"871",3,0.922793615547341
"872",-13,0.918995371077784
"873",-1,0.956784352876058
"874",-4,0.910216104999705
"875",-23,0.855402169274522
"876",-29,0.833078709645982
"877",4,0.921492066151549
"878",-13,0.938913949495344
"879",-20,0.85667243782187
"880",-12,0.92729074148718
"881",-44,0.508999640538808
"882",4,0.92453493395742
"883",-50,0.613516816262662
"884",-56,0.525067983720836
"885",1,0.928537725743307
"886",-4,0.933468221204408
"887",-35,0.664383104479757
"888",-2,0.943499011830417
"889",-17,0.872439805161349
"890",-14,0.903540905850484
"891",-9,0.942338446747348
"892",-2,0.956363607229747
"893",-44,0.604521060272412
"894",0,0.959993268950346
"895",-4,0.92713994071918
"896",-51,0.437574251850081
"897",-50,0.406757705320688
"898",-18,0.920899054102545
"899",-24,0.835041720936956
"900",-9,0.932550544546274
"901",-53,0.516148448782097
"902",-2,0.958030423167781
"903",-1,0.941736432316256
"904",3,0.934822454326215
"905",-35,0.364812993044744
"906",-27,0.846003911985574
"907",-26,0.854600082385025
"908",-35,0.780716548388068
"909",-4,0.946675762687923
"910",-42,0.523277527286795
"911",-56,0.297987162929845
"912",-21,0.871315025733503
"913",-2,0.945071511458529
"914",-1,0.96182475035673
"915",1,0.949379378110751
"916",6,0.880826935154103
"917",-13,0.779051295883753
"918",-1,0.954753063220067
"919",-8,0.94021173799121
"920",-11,0.943313072586945
"922",-11,0.941294310899696
"923",-2,0.963806555246043
"924",-1,0.95646130777449
"925",1,0.951833054130161
"926",-5,0.957734530030735
"927",-16,0.903469464011894
"928",-45,0.513725789218799
"929",0,0.947375712790394
"930",-3,0.954114718926833
"931",52,0.530505950673612
"932",33,0.569062468331958
"933",56,0.552381686262882
"934",2,0.647532817059215
"935",9,0.768925886749365
"936",17,0.651480270212577
"937",33,0.534214293660498
"938",52,0.514916648396822
"939",54,0.49141596822799
"940",49,0.562918847246185
"941",26,0.603994140331945
"942",51,0.451902444680491
"943",24,0.678398532883856
"944",56,0.471719264795052
"945",44,0.520422960238979
"946",32,0.535571208777111
"947",27,0.589892877342928
"948",39,0.553514031572778
"949",18,0.665873323666087
"950",22,0.714299228141458
"951",54,0.472670439028501
"952",35,0.564318093723249
"953",53,0.497813063819555
"954",44,0.603994177146856
"955",57,0.507650531513011
"956",51,0.510513838685612
"957",59,0.423331720611297
"958",36,0.616812717551793
"959",40,0.568581644765407
"960",52,0.505293477130462
"961",45,0.568445281006398
"962",33,0.549443596609032
"963",57,0.471574726594519
"964",51,0.51082020297489
"965",48,0.534553831122788
"966",50,0.524963860585465
"967",52,0.508030661036619
"968",49,0.446250346216689
"969",37,0.537888721390822
"970",36,0.594993163834239
"971",45,0.52646113086611
"972",47,0.565788261824234
"973",15,0.493334071411227
"974",59,0.378105239506691
"975",24,0.563627220765232
"976",2,0.782755569854531
"977",59,0.333215489599322
"978",52,0.49710565108489
"979",-1,0.692711489227763
"980",54,0.507817663253521
"981",23,0.489541521749425
"983",45,0.511429533553219
"984",51,0.512408274877917
"985",30,0.539647227005918
"986",50,0.50661344653679
"987",42,0.598373318350039
"988",18,0.347670008256224
"989",31,0.618067897901439
"990",21,0.709899659600458
"991",18,0.743114372610494
"992",42,0.589906279711875
"993",29,0.659006729050429
"994",32,0.623611235037161
"995",40,0.608335935090013
"996",49,0.554216436870627
"997",53,0.482915565209975
"998",51,0.512634853329728
"999",37,0.551246006108601
"1000",54,0.538522079547219
"1001",22,0.648110612314967
"1002",41,0.57375591178083
"1003",26,0.602200511857798
"1004",53,0.484204183925223
"1005",49,0.592706934353946
"1006",2,0.755360891754019
"1007",40,0.521558526584718
"1008",44,0.594562876087796
"1009",54,0.534076613731039
"1010",18,0.704340327041235
"1011",54,0.507549326795736
"1012",39,0.538277897179858
"1013",57,0.450044640538537
"1014",56,0.523979713047481
"1015",9,0.696508410750041
"1016",27,0.664732114808948
"1017",8,0.781268980182319
"1018",-3,0.558063046593057
"1019",3,0.780400027885499
"1020",3,0.722467081266045
"1021",-3,0.259093234838931
"1022",53,0.516148448782097
"1023",11,0.732762808363573
"1024",24,0.55646012904467
"1025",43,0.495285780046816
"1026",49,0.490488778754888
"1027",48,0.538130787960859
"1028",7,0.659523138373016
"1029",43,0.519733415038284
"1030",32,0.564313669135343
"1031",51,0.383022998759871
"1032",18,0.593718548462886
"1033",9,0.822372007668668
"1034",18,0.593891845913773
"1035",36,0.597662161977652
"1036",36,0.585722929822222
"1037",37,0.523490071371079
"1038",46,0.53678462637261
"1039",31,0.543555979272208
"1040",42,0.537288837981619
"1041",44,0.504696924991245
"1042",43,0.531449532462127
"1043",23,0.612418776701599
